gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,is_new_customer,monthly_to_total_ratio,avg_monthly_charge,charge_consistency,high_monthly_charge,service_count,has_premium_support,has_streaming,contract_value,auto_payment,has_family,is_senior_alone
Male,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.55,402.6,1,0-12,0,0.11285926660059463,36.6,1.2445355191256828,0,2,0,0,0,0,0,0
Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,0,13-24,0,0.06752123057202371,97.453125,1.0810325476992142,1,7,0,1,0,1,1,0
Male,1,Yes,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,4259.3,1,25-48,0,0.023425580358190735,101.41190476190476,0.9841053694269011,1,6,0,1,0,0,1,0
Male,0,Yes,Yes,34,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,40.55,1325.85,0,25-48,0,0.030561103365112863,37.88142857142857,1.0704453746653089,0,3,1,1,2,0,1,0
Male,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.05,845.25,0,25-48,0,0.023692762186115216,18.783333333333335,1.067435669920142,0,1,0,0,2,0,0,0
Female,0,Yes,No,25,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.1,1373.0,0,25-48,0,0.03937409024745269,52.80769230769231,1.0244719592134013,0,4,0,0,0,0,1,0
Male,1,No,No,8,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.3,832.35,1,0-12,0,0.12035759284814303,92.48333333333333,1.0845197332852765,1,6,1,1,0,1,0,1
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.25,70.25,0,0-12,1,0.9859649122807017,35.125,2.0,0,2,0,0,0,0,0,0
Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,85.45,6300.85,0,49-72,0,0.01355951030253021,87.51180555555555,0.9764396867089361,1,8,1,1,1,0,1,0
Female,0,No,No,28,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,29.75,790.7,0,25-48,0,0.03757736516357206,27.26551724137931,1.0911217908182622,0,2,0,0,0,0,0,0
Female,1,Yes,No,12,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,79.2,943.85,0,0-12,0,0.08382282902047944,72.60384615384615,1.0908513005244478,1,7,1,1,1,0,1,0
Female,0,No,Yes,40,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),64.1,2460.35,0,25-48,0,0.02604261888800861,60.00853658536585,1.0681813563110938,0,5,1,1,0,1,1,0
Female,0,Yes,No,24,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,66.3,1559.45,0,13-24,0,0.042487743920023066,62.378,1.0628747314758409,0,6,1,0,0,0,1,0
Male,0,No,No,8,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.35,216.45,0,0-12,0,0.13497355713957232,24.049999999999997,1.2203742203742205,0,2,1,0,0,0,0,0
Male,0,Yes,Yes,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),74.5,4674.55,0,49-72,0,0.015933954294147214,73.03984375,1.0199912291022666,1,7,1,1,2,1,1,0
Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),64.75,4804.75,0,49-72,0,0.013473443271081516,65.81849315068493,0.9837660648316771,0,6,1,0,2,1,1,0
Female,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.65,921.55,0,25-48,0,0.021299658555091864,19.198958333333334,1.023493028050567,0,1,0,0,2,1,1,0
Female,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.75,1129.35,0,13-24,0,0.06612995974698103,66.43235294117646,1.1252047638021874,1,3,0,0,0,1,0,0
Female,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.1,780.1,0,25-48,0,0.024452694917424148,19.026829268292683,1.0038456608127164,0,1,0,0,2,0,1,0
Female,0,No,No,8,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),58.2,469.25,0,0-12,0,0.12376395534290272,52.138888888888886,1.1162493340436868,0,5,1,0,1,1,0,0
Female,1,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.7,2187.55,1,25-48,0,0.040986040986040986,84.13653846153846,1.0661242028753628,1,5,0,1,0,0,0,1
Male,0,Yes,Yes,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.85,3091.75,0,25-48,0,0.029051814727992883,88.33571428571429,1.0171423950836904,1,5,0,1,0,0,1,0
Male,0,No,No,53,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,61.1,3357.9,0,49-72,0,0.018190479025871564,62.18333333333334,0.9825783972125435,0,4,0,1,1,0,0,0
Female,0,Yes,No,57,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45,0,49-72,0,0.017086187090113277,59.266379310344824,0.9912871459948509,0,6,1,1,0,1,1,0
Male,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,675.6,0,25-48,0,0.029116169080697602,19.302857142857142,1.020574304322084,0,1,0,0,0,0,0,0
Male,0,Yes,Yes,62,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),81.45,4983.05,0,49-72,0,0.01634213139916333,79.09603174603176,1.0297608894151171,1,4,1,0,1,1,1,0
Female,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.35,869.9,0,25-48,0,0.023366632219543004,20.230232558139534,1.0059202207150248,0,1,0,0,0,1,1,0
Male,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.1,336.15,0,0-12,1,0.23757971229423105,67.22999999999999,1.1914323962516735,1,4,1,0,0,0,0,0
Female,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.45,6144.55,1,49-72,0,0.017809634613663545,104.14491525423729,1.0509394504072715,1,8,1,1,2,1,1,0
Female,0,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),26.05,1856.4,0,49-72,0,0.014024981156455259,26.146478873239438,0.9963100624865331,0,2,0,0,1,1,0,0
Female,0,No,Yes,17,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,55.85,937.5,1,13-24,0,0.05950985615343633,52.083333333333336,1.07232,0,4,0,0,1,0,1,0
Female,0,Yes,No,70,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),57.8,4039.3,0,49-72,0,0.014305868376110684,56.89154929577465,1.0159681132869556,0,6,1,1,2,1,1,0
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.9,44.9,0,0-12,1,0.9782135076252724,22.45,2.0,0,2,0,0,0,0,0,0
Male,1,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,85.5,4042.3,1,25-48,0,0.021146093537457028,84.21458333333334,1.0152635875615368,1,4,1,1,0,0,0,1
Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),60.95,4549.05,0,49-72,0,0.013395457192778102,62.31575342465754,0.9780833360811598,0,6,1,1,2,1,1,0
Female,0,No,No,29,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),39.5,1082.75,0,25-48,0,0.036447520184544405,36.09166666666667,1.0944354652505195,0,4,1,0,1,1,0,0
Female,1,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),103.6,1806.35,0,13-24,0,0.05732149279331618,95.07105263157894,1.0897112962604147,1,7,1,1,0,1,0,1
Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.7,25.7,0,0-12,1,0.9625468164794008,12.85,2.0,0,2,0,0,0,0,0,0
Female,1,Yes,No,38,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),95.0,3591.25,0,25-48,0,0.026445820864360776,92.08333333333333,1.0316742081447965,1,6,1,1,1,1,1,0
Female,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.8,5914.4,0,49-72,0,0.018054569428948168,103.76140350877192,1.0292844582713379,1,7,0,1,1,0,0,0
Female,0,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),49.65,267.35,1,0-12,1,0.18501956400223588,38.19285714285714,1.2999812979240695,0,3,1,0,0,1,0,0
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.55,45.55,0,0-12,1,0.9785177228786252,22.775,2.0,0,2,0,0,0,0,0,0
Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.2,474.8,1,0-12,1,0.17906683480453972,79.13333333333334,1.0766638584667227,1,4,0,1,0,0,0,0
Female,0,Yes,No,42,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,33.55,1445.3,1,25-48,0,0.023197123694945723,33.61162790697674,0.9981664706289352,0,3,1,0,1,0,1,0
Male,1,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),86.7,6179.35,0,49-72,0,0.014028331728785585,85.82430555555555,1.0102033385388431,1,5,1,0,1,1,1,0
Female,1,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),108.1,5839.3,0,49-72,0,0.018509323151207985,110.17547169811321,0.9811621255972461,1,8,1,1,0,1,0,1
Male,0,Yes,Yes,35,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.95,3782.4,0,25-48,0,0.029061161917851668,105.06666666666666,1.0464784263959392,1,8,1,1,0,0,1,0
Male,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.2,1133.9,1,13-24,0,0.06538020971010662,70.86875,1.0470059088103008,1,3,0,0,0,1,0,1
Female,0,Yes,Yes,40,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.85,2036.55,0,25-48,0,0.02495644278668008,49.671951219512195,1.0237165795094645,0,4,0,1,0,0,1,0
Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.85,6562.9,0,49-72,0,0.013688508356312558,89.90273972602739,0.9994133690898841,1,9,1,1,2,1,1,0
Female,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.95,2625.55,1,25-48,0,0.03424644495631151,90.53620689655173,0.9935251661556626,1,5,0,1,0,0,0,0
Male,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.5,255.5,0,0-12,0,0.07992202729044834,19.653846153846153,1.0430528375733856,0,1,0,0,0,0,1,0
Male,0,No,Yes,1,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.45,70.45,0,0-12,1,0.9860041987403779,35.225,2.0,1,6,1,1,0,1,1,0
Male,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,85.45,2509.95,0,25-48,0,0.034030944463250966,80.96612903225805,1.0553795892348454,1,4,0,1,0,0,1,0
Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.05,741.5,0,25-48,0,0.027003367003367005,19.012820512820515,1.0545515846257585,0,1,0,0,2,0,0,0
Female,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.15,1057.55,0,0-12,0,0.08421897879174343,81.35,1.095881991395206,1,5,0,1,0,0,0,0
Male,1,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.25,5774.55,0,49-72,0,0.016145648466379826,94.66475409836066,0.9850551125195902,1,6,1,1,0,0,1,0
Male,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),68.6,1108.6,0,13-24,0,0.06182408074981975,69.2875,0.9900775753202237,0,2,0,0,0,1,1,0
Male,0,No,No,55,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,59.2,3175.85,0,49-72,0,0.01863481121236445,56.71160714285714,1.043878016908859,0,5,1,0,2,0,0,0
Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.65,6717.9,0,49-72,0,0.01572430010864874,98.79264705882352,1.0694115720686526,1,7,1,1,2,1,1,0
Female,0,No,Yes,53,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,84.6,4449.75,0,49-72,0,0.019008032354097624,82.40277777777777,1.0266644193494017,1,8,1,1,1,0,1,0
Female,1,No,No,21,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,41.9,840.1,1,13-24,0,0.049815717512780876,38.18636363636364,1.0972503273419831,0,3,1,1,0,0,0,1
Male,0,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.95,219.5,0,0-12,0,0.09047619047619047,19.954545454545453,0.9997722095671983,0,1,0,0,1,1,1,0
Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.1,90.1,0,0-12,1,0.9890230515916575,45.05,2.0,1,4,0,1,0,0,1,0
Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.15,6638.35,0,49-72,0,0.01523492510562028,105.37063492063493,0.9599448658175601,1,6,1,1,2,1,1,0
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.55,71.55,1,0-12,1,0.9862164024810476,35.775,2.0,1,2,0,0,0,0,0,0
Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),84.7,6185.15,0,49-72,0,0.013691876207334126,84.72808219178081,0.9996685609888202,1,5,1,0,2,1,0,0
Male,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.45,1261.35,0,13-24,0,0.058977304234166444,74.1970588235294,1.003409045863559,1,3,0,0,0,1,0,1
Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.85,1564.4,0,13-24,0,0.055481027213491754,78.22,1.1103298389158782,1,4,0,1,0,0,1,0
Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.0,4178.65,0,25-48,0,0.025360975201272836,101.91829268292682,1.0400488195948454,1,7,0,1,1,1,1,0
Female,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,284.3,0,13-24,0,0.07027690150718542,17.76875,1.1283855082659162,0,1,0,0,0,0,1,0
Male,1,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.95,2291.2,1,25-48,0,0.0388055143530233,88.12307692307692,1.0093837290502794,1,5,0,1,0,0,0,1
Male,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,95.7,1451.1,0,13-24,0,0.06590455202809724,90.69375,1.0551995038246849,1,6,1,1,0,0,0,0
Male,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.4,1414.45,0,49-72,0,0.014412377689074144,21.43106060606061,0.951889426985754,0,1,0,0,2,1,1,0
Female,0,Yes,Yes,8,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.65,482.25,0,0-12,0,0.11308846352819452,53.583333333333336,1.0199066874027993,0,4,1,0,0,0,1,0
Female,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,78.95,378.4,1,0-12,1,0.20809172377438062,63.06666666666666,1.2518498942917549,1,3,0,1,0,0,0,1
Male,0,Yes,Yes,66,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),50.55,3364.55,0,49-72,0,0.015019833311048713,50.21716417910448,1.006627929440787,0,4,1,1,2,1,1,0
Male,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.4,5099.15,0,49-72,0,0.01772496887346451,91.05624999999999,0.99279291646647,1,5,0,1,0,1,1,0
Female,1,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),115.6,6431.05,0,49-72,0,0.017972497104344648,116.92818181818183,0.9886410461744193,1,9,1,1,1,1,1,0
Female,0,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,90.45,5957.9,0,49-72,0,0.015178975985500682,90.27121212121212,1.0019805636214103,1,9,1,1,2,0,1,0
Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),24.8,24.8,1,0-12,1,0.9612403100775194,12.4,2.0,0,1,0,0,0,1,0,0
Male,0,No,No,34,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.05,852.7,0,25-48,0,0.02934286048963336,24.362857142857145,1.0282045267972322,0,1,0,0,0,1,0,0
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,69.6,1,0-12,1,0.9858356940509915,34.8,2.0,0,2,0,0,0,0,0,0
Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,78.9,299.75,0,0-12,1,0.26234413965087283,59.95,1.3160967472894078,1,3,0,1,0,0,1,0
Male,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.3,1474.35,0,49-72,0,0.017148473243637104,24.988983050847455,1.0124461627157733,0,2,0,0,2,1,0,0
Female,0,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),50.8,288.05,1,0-12,1,0.175748140460128,41.15,1.2345078979343864,0,3,1,0,0,1,0,0
Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.45,101.45,1,0-12,1,0.9902391410444119,50.725,2.0,1,6,0,1,0,0,0,0
Female,0,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.85,1327.4,0,49-72,0,0.01569557362240289,19.52058823529412,1.068103058610818,0,1,0,0,1,1,1,0
Female,0,No,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.6,893.0,0,0-12,0,0.08568232662192393,68.6923076923077,1.11511758118701,1,3,0,0,0,0,1,0
Male,0,No,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.8,223.9,0,0-12,0,0.11027123165851489,20.354545454545455,1.2184010719071015,0,2,0,0,0,1,1,0
Female,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.95,3767.4,0,25-48,0,0.026523192866999258,94.185,1.0612093220788874,1,6,1,1,0,1,1,0
Male,0,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.8,1514.85,0,49-72,0,0.01636045782894086,23.305384615384614,1.064131762220682,0,2,0,0,2,0,1,0
Male,0,No,No,19,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.75,1651.95,0,13-24,0,0.051271968299101606,82.5975,1.0260601107781713,1,5,1,0,0,0,0,0
Female,0,Yes,Yes,7,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,34.65,246.6,0,0-12,0,0.13994345718901455,30.825,1.1240875912408759,0,3,1,0,0,0,1,0
Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1836.9,0,49-72,0,0.013466456281625768,25.512500000000003,0.9701126898579127,0,2,0,0,2,1,1,0
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,42.9,42.9,1,0-12,1,0.9772209567198178,21.45,2.0,0,2,0,0,0,0,0,0
Female,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.4,25.4,0,0-12,1,0.9621212121212122,12.7,2.0,0,2,0,0,0,0,1,0
Female,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,6396.45,1,49-72,0,0.016553470523411672,104.85983606557377,1.009919564758577,1,7,0,1,0,0,0,0
Female,0,Yes,Yes,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.8,220.45,0,0-12,1,0.20230300293519982,36.74166666666667,1.2193241097754592,0,2,0,0,0,0,1,0
Female,0,Yes,No,37,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,45.4,1593.1,0,25-48,0,0.02848002007402296,41.92368421052631,1.0829200929006342,0,4,1,1,2,0,1,0
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.1,21.1,0,0-12,1,0.9547511312217195,10.55,2.0,0,1,0,0,0,0,0,0
Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.25,229.7,0,0-12,1,0.3045080190723884,57.425,1.2233347845015239,0,2,0,0,0,0,0,0
Female,1,Yes,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.85,2633.4,0,25-48,0,0.03220847251746128,82.29375,1.0310625047467152,1,4,0,1,0,0,1,0
Male,0,No,No,4,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,94.9,360.55,0,0-12,1,0.2624809846494261,72.11,1.3160449313548745,1,6,1,1,0,0,0,0
Female,0,No,No,25,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),76.15,1992.95,0,25-48,0,0.03819052634218511,76.65192307692308,0.9934519180109888,1,6,1,1,0,1,0,0
Male,0,No,No,21,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),65.35,1424.4,0,13-24,0,0.04584677985126981,64.74545454545455,1.0093372648132546,0,5,1,1,0,1,0,0
